Indicator,Year,Geography,FIPS,Cases,Rate per 100000
"Tuberculosis","2023","Thurston County, NE","31173","Data suppressed","Data suppressed"
"Tuberculosis","2023","Throckmorton County, TX","48447","Data suppressed","Data suppressed"
"Tuberculosis","2023","Thomas County, NE","31171","Data suppressed","Data suppressed"
"Tuberculosis","2023","Thomas County, KS","20193","Data suppressed","Data suppressed"
"Tuberculosis","2023","Thomas County, GA","13275","Data suppressed","Data suppressed"
"Tuberculosis","2023","Thayer County, NE","31169","Data suppressed","Data suppressed"
"Tuberculosis","2023","Texas County, OK","40139","Data suppressed","Data suppressed"
"Tuberculosis","2023","Texas County, MO","29215","Data suppressed","Data suppressed"
"Tuberculosis","2023","Teton County, WY","56039","Data suppressed","Data suppressed"
"Tuberculosis","2023","Teton County, MT","30099","Data suppressed","Data suppressed"
"Tuberculosis","2023","Teton County, ID","16081","Data suppressed","Data suppressed"
"Tuberculosis","2023","Terry County, TX","48445","Data suppressed","Data suppressed"
"Tuberculosis","2023","Terrell County, TX","48443","Data suppressed","Data suppressed"
"Tuberculosis","2023","Terrell County, GA","13273","Data suppressed","Data suppressed"
"Tuberculosis","2023","Terrebonne Parish, LA","22109","Data suppressed","Data suppressed"
"Tuberculosis","2023","Tensas Parish, LA","22107","Data suppressed","Data suppressed"
"Tuberculosis","2023","Teller County, CO","08119","Data suppressed","Data suppressed"
"Tuberculosis","2023","Telfair County, GA","13271","Data suppressed","Data suppressed"
"Tuberculosis","2023","Tehama County, CA","06103","Data suppressed","Data suppressed"
"Tuberculosis","2023","Tazewell County, VA","51185","Data suppressed","Data suppressed"
"Tuberculosis","2023","Tazewell County, IL","17179","Data suppressed","Data suppressed"
"Tuberculosis","2023","Taylor County, WV","54091","Data suppressed","Data suppressed"
"Tuberculosis","2023","Taylor County, WI","55119","Data suppressed","Data suppressed"
"Tuberculosis","2023","Taylor County, TX","48441","Data suppressed","Data suppressed"
"Tuberculosis","2023","Taylor County, KY","21217","Data suppressed","Data suppressed"
"Tuberculosis","2023","Taylor County, IA","19173","Data suppressed","Data suppressed"
"Tuberculosis","2023","Taylor County, GA","13269","Data suppressed","Data suppressed"
"Tuberculosis","2023","Taylor County, FL","12123","Data suppressed","Data suppressed"
"Tuberculosis","2023","Tattnall County, GA","13267","Data suppressed","Data suppressed"
"Tuberculosis","2023","Tate County, MS","28137","Data suppressed","Data suppressed"
"Tuberculosis","2023","Tarrant County, TX","48439","59","2.7"
"Tuberculosis","2023","Taos County, NM","35055","Data suppressed","Data suppressed"
"Tuberculosis","2023","Tangipahoa Parish, LA","22105","Data suppressed","Data suppressed"
"Tuberculosis","2023","Taney County, MO","29213","Data suppressed","Data suppressed"
"Tuberculosis","2023","Tama County, IA","19171","Data suppressed","Data suppressed"
"Tuberculosis","2023","Tallapoosa County, AL","01123","Data suppressed","Data suppressed"
"Tuberculosis","2023","Tallahatchie County, MS","28135","Data suppressed","Data suppressed"
"Tuberculosis","2023","Talladega County, AL","01121","Data suppressed","Data suppressed"
"Tuberculosis","2023","Taliaferro County, GA","13265","Data suppressed","Data suppressed"
"Tuberculosis","2023","Talbot County, MD","24041","Data suppressed","Data suppressed"
"Tuberculosis","2023","Talbot County, GA","13263","Data suppressed","Data suppressed"
"Tuberculosis","2023","Switzerland County, IN","18155","Data suppressed","Data suppressed"
"Tuberculosis","2023","Swisher County, TX","48437","Data suppressed","Data suppressed"
"Tuberculosis","2023","Swift County, MN","27151","Data suppressed","Data suppressed"
"Tuberculosis","2023","Sweetwater County, WY","56037","Data suppressed","Data suppressed"
"Tuberculosis","2023","Sweet Grass County, MT","30097","Data suppressed","Data suppressed"
"Tuberculosis","2023","Swain County, NC","37173","Data suppressed","Data suppressed"
"Tuberculosis","2023","Suwannee County, FL","12121","Data suppressed","Data suppressed"
"Tuberculosis","2023","Sutton County, TX","48435","Data suppressed","Data suppressed"
"Tuberculosis","2023","Sutter County, CA","06101","Data suppressed","Data suppressed"
"Tuberculosis","2023","Sussex County, VA","51183","Data suppressed","Data suppressed"
"Tuberculosis","2023","Sussex County, NJ","34037","Data suppressed","Data suppressed"
"Tuberculosis","2023","Sussex County, DE","10005","6","2.3"
"Tuberculosis","2023","Susquehanna County, PA","42115","Data suppressed","Data suppressed"
"Tuberculosis","2023","Surry County, VA","51181","Data suppressed","Data suppressed"
"Tuberculosis","2023","Surry County, NC","37171","Data suppressed","Data suppressed"
"Tuberculosis","2023","Sunflower County, MS","28133","Data suppressed","Data suppressed"
"Tuberculosis","2023","Sumter County, SC","45085","Data suppressed","Data suppressed"
"Tuberculosis","2023","Sumter County, GA","13261","Data suppressed","Data suppressed"
"Tuberculosis","2023","Sumter County, FL","12119","Data suppressed","Data suppressed"
"Tuberculosis","2023","Sumter County, AL","01119","Data suppressed","Data suppressed"
"Tuberculosis","2023","Sumner County, TN","47165","Data suppressed","Data suppressed"
"Tuberculosis","2023","Sumner County, KS","20191","Data suppressed","Data suppressed"
"Tuberculosis","2023","Summit County, UT","49043","Data suppressed","Data suppressed"
"Tuberculosis","2023","Summit County, OH","39153","16","3.0"
"Tuberculosis","2023","Summit County, CO","08117","Data suppressed","Data suppressed"
"Tuberculosis","2023","Summers County, WV","54089","Data suppressed","Data suppressed"
"Tuberculosis","2023","Sully County, SD","46119","Data suppressed","Data suppressed"
"Tuberculosis","2023","Sullivan County, TN","47163","Data suppressed","Data suppressed"
"Tuberculosis","2023","Sullivan County, PA","42113","Data suppressed","Data suppressed"
"Tuberculosis","2023","Sullivan County, NY","36105","Data suppressed","Data suppressed"
"Tuberculosis","2023","Sullivan County, NH","33019","Data suppressed","Data suppressed"
"Tuberculosis","2023","Sullivan County, MO","29211","Data suppressed","Data suppressed"
"Tuberculosis","2023","Sullivan County, IN","18153","Data suppressed","Data suppressed"
"Tuberculosis","2023","Suffolk County, NY","36103","33","2.2"
"Tuberculosis","2023","Suffolk County, MA","25025","46","6.0"
"Tuberculosis","2023","Suffolk City, VA","51800","Data suppressed","Data suppressed"
"Tuberculosis","2023","Sublette County, WY","56035","Data suppressed","Data suppressed"
"Tuberculosis","2023","Stutsman County, ND","38093","Data suppressed","Data suppressed"
"Tuberculosis","2023","Strafford County, NH","33017","Data suppressed","Data suppressed"
"Tuberculosis","2023","Story County, IA","19169","Data suppressed","Data suppressed"
"Tuberculosis","2023","Storey County, NV","32029","Data suppressed","Data suppressed"
"Tuberculosis","2023","Stonewall County, TX","48433","Data suppressed","Data suppressed"
"Tuberculosis","2023","Stone County, MS","28131","Data suppressed","Data suppressed"
"Tuberculosis","2023","Stone County, MO","29209","Data suppressed","Data suppressed"
"Tuberculosis","2023","Stone County, AR","05137","Data suppressed","Data suppressed"
"Tuberculosis","2023","Stokes County, NC","37169","Data suppressed","Data suppressed"
"Tuberculosis","2023","Stoddard County, MO","29207","Data suppressed","Data suppressed"
"Tuberculosis","2023","Stillwater County, MT","30095","Data suppressed","Data suppressed"
"Tuberculosis","2023","Stewart County, TN","47161","Data suppressed","Data suppressed"
"Tuberculosis","2023","Stewart County, GA","13259","Data suppressed","Data suppressed"
"Tuberculosis","2023","Stevens County, WA","53065","Data suppressed","Data suppressed"
"Tuberculosis","2023","Stevens County, MN","27149","Data suppressed","Data suppressed"
"Tuberculosis","2023","Stevens County, KS","20189","Data suppressed","Data suppressed"
"Tuberculosis","2023","Steuben County, NY","36101","Data suppressed","Data suppressed"
"Tuberculosis","2023","Steuben County, IN","18151","Data suppressed","Data suppressed"
"Tuberculosis","2023","Sterling County, TX","48431","Data suppressed","Data suppressed"
"Tuberculosis","2023","Stephenson County, IL","17177","Data suppressed","Data suppressed"
"Tuberculosis","2023","Stephens County, TX","48429","Data suppressed","Data suppressed"
"Tuberculosis","2023","Stephens County, OK","40137","Data suppressed","Data suppressed"
"Tuberculosis","2023","Stephens County, GA","13257","Data suppressed","Data suppressed"
"Tuberculosis","2023","Steele County, ND","38091","Data suppressed","Data suppressed"
"Tuberculosis","2023","Steele County, MN","27147","Data suppressed","Data suppressed"
"Tuberculosis","2023","Stearns County, MN","27145","8","5.0"
"Tuberculosis","2023","Ste. Genevieve County, MO","29186","Data suppressed","Data suppressed"
"Tuberculosis","2023","Staunton City, VA","51790","Data suppressed","Data suppressed"
"Tuberculosis","2023","Starr County, TX","48427","5","7.6"
"Tuberculosis","2023","Starke County, IN","18149","Data suppressed","Data suppressed"
"Tuberculosis","2023","Stark County, OH","39151","Data suppressed","Data suppressed"
"Tuberculosis","2023","Stark County, ND","38089","Data suppressed","Data suppressed"
"Tuberculosis","2023","Stark County, IL","17175","Data suppressed","Data suppressed"
"Tuberculosis","2023","Stanton County, NE","31167","Data suppressed","Data suppressed"
"Tuberculosis","2023","Stanton County, KS","20187","Data suppressed","Data suppressed"
"Tuberculosis","2023","Stanly County, NC","37167","Data suppressed","Data suppressed"
"Tuberculosis","2023","Stanley County, SD","46117","Data suppressed","Data suppressed"
"Tuberculosis","2023","Stanislaus County, CA","06099","9","1.6"
"Tuberculosis","2023","Stafford County, VA","51179","Data suppressed","Data suppressed"
"Tuberculosis","2023","Stafford County, KS","20185","Data suppressed","Data suppressed"
"Tuberculosis","2023","St. Tammany Parish, LA","22103","Data suppressed","Data suppressed"
"Tuberculosis","2023","St. Mary's County, MD","24037","Data suppressed","Data suppressed"
"Tuberculosis","2023","St. Mary Parish, LA","22101","Data suppressed","Data suppressed"
"Tuberculosis","2023","St. Martin Parish, LA","22099","Data suppressed","Data suppressed"
"Tuberculosis","2023","St. Lucie County, FL","12111","16","4.3"
"Tuberculosis","2023","St. Louis County, MO","29189","9","0.9"
"Tuberculosis","2023","St. Louis County, MN","27137","Data suppressed","Data suppressed"
"Tuberculosis","2023","St. Louis City, MO","29510","5","1.8"
"Tuberculosis","2023","St. Lawrence County, NY","36089","Data suppressed","Data suppressed"
"Tuberculosis","2023","St. Landry Parish, LA","22097","Data suppressed","Data suppressed"
"Tuberculosis","2023","St. Joseph County, MI","26149","Data suppressed","Data suppressed"
"Tuberculosis","2023","St. Joseph County, IN","18141","Data suppressed","Data suppressed"
"Tuberculosis","2023","St. Johns County, FL","12109","8","2.5"
"Tuberculosis","2023","St. John The Baptist Parish, LA","22095","Data suppressed","Data suppressed"
"Tuberculosis","2023","St. James Parish, LA","22093","Data suppressed","Data suppressed"
"Tuberculosis","2023","St. Helena Parish, LA","22091","Data suppressed","Data suppressed"
"Tuberculosis","2023","St. Francois County, MO","29187","Data suppressed","Data suppressed"
"Tuberculosis","2023","St. Francis County, AR","05123","12","54.3"
"Tuberculosis","2023","St. Croix County, WI","55109","Data suppressed","Data suppressed"
"Tuberculosis","2023","St. Clair County, MO","29185","Data suppressed","Data suppressed"
"Tuberculosis","2023","St. Clair County, MI","26147","Data suppressed","Data suppressed"
"Tuberculosis","2023","St. Clair County, IL","17163","Data suppressed","Data suppressed"
"Tuberculosis","2023","St. Clair County, AL","01115","Data suppressed","Data suppressed"
"Tuberculosis","2023","St. Charles Parish, LA","22089","Data suppressed","Data suppressed"
"Tuberculosis","2023","St. Charles County, MO","29183","Data suppressed","Data suppressed"
"Tuberculosis","2023","St. Bernard Parish, LA","22087","Data suppressed","Data suppressed"
"Tuberculosis","2023","Spotsylvania County, VA","51177","Data suppressed","Data suppressed"
"Tuberculosis","2023","Spokane County, WA","53063","11","2.0"
"Tuberculosis","2023","Spink County, SD","46115","Data suppressed","Data suppressed"
"Tuberculosis","2023","Spencer County, KY","21215","Data suppressed","Data suppressed"
"Tuberculosis","2023","Spencer County, IN","18147","Data suppressed","Data suppressed"
"Tuberculosis","2023","Spartanburg County, SC","45083","Data suppressed","Data suppressed"
"Tuberculosis","2023","Spalding County, GA","13255","Data suppressed","Data suppressed"
"Tuberculosis","2023","Southeastern Connecticut Planning Region, CT","09180","5","1.8"
"Tuberculosis","2023","Southeast Fairbanks Census Area, AK","02240","Data suppressed","Data not available"
"Tuberculosis","2023","Southampton County, VA","51175","Data suppressed","Data suppressed"
"Tuberculosis","2023","South Central Connecticut Planning Region, CT","09170","15","2.6"
"Tuberculosis","2023","Sonoma County, CA","06097","13","2.7"
"Tuberculosis","2023","Somervell County, TX","48425","Data suppressed","Data suppressed"
"Tuberculosis","2023","Somerset County, PA","42111","Data suppressed","Data suppressed"
"Tuberculosis","2023","Somerset County, NJ","34035","19","5.4"
"Tuberculosis","2023","Somerset County, ME","23025","Data suppressed","Data suppressed"
"Tuberculosis","2023","Somerset County, MD","24039","Data suppressed","Data suppressed"
"Tuberculosis","2023","Solano County, CA","06095","25","5.6"
"Tuberculosis","2023","Socorro County, NM","35053","Data suppressed","Data suppressed"
"Tuberculosis","2023","Snyder County, PA","42109","Data suppressed","Data suppressed"
"Tuberculosis","2023","Snohomish County, WA","53061","25","3.0"
"Tuberculosis","2023","Smyth County, VA","51173","Data suppressed","Data suppressed"
"Tuberculosis","2023","Smith County, TX","48423","7","2.9"
