coreproject,pmid,applid,title,journal,year,doi,pmc,grants,authors,citation
R01CA293995,38869038,10973136,Single-Cell Molecular Profiling of Head and Neck Squamous Cell Carcinoma Reveals Five Dysregulated Signaling Pathways Associated With Circulating Tumor Cells.,Cancer Control,2024,10.1177/10732748241251571,11179551,[],"['Stucky A', 'Viet CT', 'Aouizerat BE', 'Ye Y', 'Doan C', 'Mundluru T', 'Sedhiazadeh P', 'Sinha UK', 'Chen X', 'Zhang X', 'Li SC', 'Cai J', 'Zhong JF']","Stucky A, et al. Single-Cell Molecular Profiling of Head and Neck Squamous Cell Carcinoma Reveals Five Dysregulated Signaling Pathways Associated With Circulating Tumor Cells. Single-Cell Molecular Profiling of Head and Neck Squamous Cell Carcinoma Reveals Five Dysregulated Signaling Pathways Associated With Circulating Tumor Cells. 2024; 31:10732748241251571. doi: 10.1177/10732748241251571"
R01CA293995,39818638,10973136,Multi-institutional retrospective study on opioid prescribing patterns of oral and maxillofacial surgeons.,J Am Dent Assoc,2025,10.1016/j.adaj.2024.11.009,11798687,[],"['Zbarsky SJD', 'Hanna IA', 'Ryu JD', 'Boehm A', 'Young S', 'Yu G', 'Dong MP', 'Tran MCJ', 'Herford A', 'Young S', 'Viet CT']","Zbarsky SJD, et al. Multi-institutional retrospective study on opioid prescribing patterns of oral and maxillofacial surgeons. Multi-institutional retrospective study on opioid prescribing patterns of oral and maxillofacial surgeons. 2025; 156:124-132.e1. doi: 10.1016/j.adaj.2024.11.009"
R01CA293995,39821751,10973136,"Depression, non-medical pain prescriptions, and suicidal behavior in cancer survivors.",J Cancer Surviv,2025,10.1007/s11764-024-01740-x,,[],"['Mwobobia J', 'White MC', 'Osazuwa-Peters OL', 'Adjei Boakye E', 'Abouelella DK', 'Barnes JM', 'Viet CT', 'Ramos K', 'Corbett C', 'Osazuwa-Peters N']","Mwobobia J, et al. Depression, non-medical pain prescriptions, and suicidal behavior in cancer survivors. Depression, non-medical pain prescriptions, and suicidal behavior in cancer survivors. 2025; (unknown volume):(unknown pages). doi: 10.1007/s11764-024-01740-x"
R01ES030380,38463029,10980804,Public library lending programs increase radon testing in rural communities.,Libr Inf Sci Res,2024,10.1016/j.lisr.2024.101283,10919551,[],"['Stanifer SR', 'Rademacher K', 'Beckett W', 'Simpson K', 'Rayens MK', 'Thaxton-Wiggins A', 'Hahn EJ']","Stanifer SR, et al. Public library lending programs increase radon testing in rural communities. Public library lending programs increase radon testing in rural communities. 2024; 46:(unknown pages). doi: 10.1016/j.lisr.2024.101283"
R01ES030380,37701077,10980804,"Geologic, seasonal, and atmospheric predictors of indoor home radon values.",Environ Res Health,2023,10.1088/2752-5309/acdcb3,10496436,[],"['Hahn EJ', 'Haneberg WC', 'Stanifer SR', 'Rademacher K', 'Backus J', 'Rayens MK']","Hahn EJ, et al. Geologic, seasonal, and atmospheric predictors of indoor home radon values. Geologic, seasonal, and atmospheric predictors of indoor home radon values. 2023; 1:(unknown pages). doi: 10.1088/2752-5309/acdcb3"
R01CA248323,38062152,11133363,Extracellular targeted protein degradation: an emerging modality for drug discovery.,Nat Rev Drug Discov,2024,10.1038/s41573-023-00833-z,,[],"['Wells JA', 'Kumru K']",Wells JA and Kumru K. Extracellular targeted protein degradation: an emerging modality for drug discovery. Extracellular targeted protein degradation: an emerging modality for drug discovery. 2024; 23:126-140. doi: 10.1038/s41573-023-00833-z
R01AR083139,39415002,11084392,A prenatal skin atlas reveals immune regulation of human skin morphogenesis.,Nature,2024,10.1038/s41586-024-08002-x,11578897,[],"['Gopee NH', 'Winheim E', 'Olabi B', 'Admane C', 'Foster AR', 'Huang N', 'Botting RA', 'Torabi F', 'Sumanaweera D', 'Le AP', 'Kim J', 'Verger L', 'Stephenson E', 'Adão D', 'Ganier C', 'Gim KY', 'Serdy SA', 'Deakin C', 'Goh I', 'Steele L', 'Annusver K', 'Miah MU', 'Tun WM', 'Moghimi P', 'Kwakwa KA', 'Li T', 'Basurto Lozada D', 'Rumney B', 'Tudor CL', 'Roberts K', 'Chipampe NJ', 'Sidhpura K', 'Englebert J', 'Jardine L', 'Reynolds G', 'Rose A', 'Rowe V', 'Pritchard S', 'Mulas I', 'Fletcher J', 'Popescu DM', 'Poyner E', 'Dubois A', 'Guy A', 'Filby A', 'Lisgo S', 'Barker RA', 'Glass IA', 'Park JE', 'Vento-Tormo R', 'Nikolova MT', 'He P', 'Lawrence JEG', 'Moore J', 'Ballereau S', 'Hale CB', 'Shanmugiah V', 'Horsfall D', 'Rajan N', 'McGrath JA', ""O'Toole EA"", 'Treutlein B', 'Bayraktar O', 'Kasper M', 'Progatzky F', 'Mazin P', 'Lee J', 'Gambardella L', 'Koehler KR', 'Teichmann SA', 'Haniffa M']","Gopee NH, et al. A prenatal skin atlas reveals immune regulation of human skin morphogenesis. A prenatal skin atlas reveals immune regulation of human skin morphogenesis. 2024; 635:679-689. doi: 10.1038/s41586-024-08002-x"
R21MD019360,40035674,10867700,AI-generated Podcast Summaries of Radiology Articles: Analysis of Content and Quality.,Radiology,2025,10.1148/radiol.243270,11950872,[],"['Tejani AS', 'Khosravi B', 'Savage CH', 'Moy L', 'Kahn CE', 'Yi PH']","Tejani AS, et al. AI-generated Podcast Summaries of Radiology Articles: Analysis of Content and Quality. AI-generated Podcast Summaries of Radiology Articles: Analysis of Content and Quality. 2025; 314:e243270. doi: 10.1148/radiol.243270"
R21MD019360,40105470,10867700,Bone Appetit: Skellytour Sets the Table for Robust Skeletal Segmentation.,Radiol Artif Intell,2025,10.1148/ryai.250057,11950880,[],"['Khosravi B', 'Rouzrokh P']",Khosravi B and Rouzrokh P. Bone Appetit: Skellytour Sets the Table for Robust Skeletal Segmentation. Bone Appetit: Skellytour Sets the Table for Robust Skeletal Segmentation. 2025; 7:e250057. doi: 10.1148/ryai.250057
R01EB034978,39963087,10878944,"Machine learning-based multi-pool Voigt fitting of CEST, rNOE, and MTC in Z-spectra.",Magn Reson Med,2025,10.1002/mrm.30460,12021569,[],"['Mohammed Ali S', 'van Zijl PCM', 'Prasuhn J', 'Wirestam R', 'Knutsson L', 'Yadav NN']","Mohammed Ali S, et al. Machine learning-based multi-pool Voigt fitting of CEST, rNOE, and MTC in Z-spectra. Machine learning-based multi-pool Voigt fitting of CEST, rNOE, and MTC in Z-spectra. 2025; 94:346-361. doi: 10.1002/mrm.30460"
R01EB034978,39532518,10878944,Motion and magnetic field inhomogeneity correction techniques for chemical exchange saturation transfer (CEST) MRI: A contemporary review.,NMR Biomed,2025,10.1002/nbm.5294,11606773,[],"['Simegn GL', 'Sun PZ', 'Zhou J', 'Kim M', 'Reddy R', 'Zu Z', 'Zaiss M', 'Yadav NN', 'Edden RAE', 'van Zijl PCM', 'Knutsson L']","Simegn GL, et al. Motion and magnetic field inhomogeneity correction techniques for chemical exchange saturation transfer (CEST) MRI: A contemporary review. Motion and magnetic field inhomogeneity correction techniques for chemical exchange saturation transfer (CEST) MRI: A contemporary review. 2025; 38:e5294. doi: 10.1002/nbm.5294"
R01EB034978,40096575,10878944,Dynamic glucose enhanced imaging using direct water saturation.,Magn Reson Med,2025,10.1002/mrm.30447,12021318,[],"['Knutsson L', 'Yadav NN', 'Mohammed Ali S', 'Kamson DO', 'Demetriou E', 'Seidemo A', 'Blair L', 'Lin DD', 'Laterra J', 'van Zijl PCM']","Knutsson L, et al. Dynamic glucose enhanced imaging using direct water saturation. Dynamic glucose enhanced imaging using direct water saturation. 2025; 94:15-27. doi: 10.1002/mrm.30447"
R01EB034978,39502884,10878944,Dynamic Glucose Enhanced Imaging using Direct Water Saturation.,ArXiv,2024,,11537340,[],"['Knutsson L', 'Yadav NN', 'Ali SM', 'Kamson DO', 'Demetriou E', 'Seidemo A', 'Blair L', 'Lin DD', 'Laterra J', 'VAN Zijl PCM']","Knutsson L, et al. Dynamic Glucose Enhanced Imaging using Direct Water Saturation. Dynamic Glucose Enhanced Imaging using Direct Water Saturation. 2024; (unknown volume):(unknown pages)."
R01NS102917,30736013,10883380,"Parallel, minimally-invasive implantation of ultra-flexible neural electrode arrays.",J Neural Eng,2019,10.1088/1741-2552/ab05b6,6506360,[],"['Zhao Z', 'Li X', 'He F', 'Wei X', 'Lin S', 'Xie C']","Zhao Z, et al. Parallel, minimally-invasive implantation of ultra-flexible neural electrode arrays. Parallel, minimally-invasive implantation of ultra-flexible neural electrode arrays. 2019; 16:035001. doi: 10.1088/1741-2552/ab05b6"
R01AI183314,39982066,11125744,Effects of human immunoglobulin A on Cryptococcus neoformans morphology and gene expression.,Microbiol Spectr,2025,10.1128/spectrum.02008-24,11960444,[],"['Trevijano-Contador N', 'de Oliveira HC', 'Malacatus-Bravo C', 'Sarai V', 'Cuesta I', 'Rodrigues ML', 'Zaragoza Ó', 'Pirofski L-a']","Trevijano-Contador N, et al. Effects of human immunoglobulin A on Cryptococcus neoformans morphology and gene expression. Effects of human immunoglobulin A on Cryptococcus neoformans morphology and gene expression. 2025; 13:e0200824. doi: 10.1128/spectrum.02008-24"
R01CA275015,38204657,10885188,Vascular invasion predicts the subgroup of lung adenocarcinomas ≤2.0 cm at risk of poor outcome treated by wedge resection compared to lobectomy.,JTCVS Open,2023,10.1016/j.xjon.2023.11.003,10775162,[],"['Ma L', 'Sullivan TB', 'Rieger-Christ KM', 'Yambayev I', 'Zhao Q', 'Higgins SE', 'Yilmaz OH', 'Sultan L', 'Servais EL', 'Suzuki K', 'Burks EJ']","Ma L, et al. Vascular invasion predicts the subgroup of lung adenocarcinomas ≤2.0 cm at risk of poor outcome treated by wedge resection compared to lobectomy. Vascular invasion predicts the subgroup of lung adenocarcinomas ≤2.0 cm at risk of poor outcome treated by wedge resection compared to lobectomy. 2023; 16:938-947. doi: 10.1016/j.xjon.2023.11.003"
R01CA284593,40045578,10890879,Clinical applications of oligonucleotides for cancer therapy.,Mol Ther,2025,10.1016/j.ymthe.2025.02.045,,[],"['DeFranciscis V', 'Amabile G', 'Kortylewski M']","DeFranciscis V, et al. Clinical applications of oligonucleotides for cancer therapy. Clinical applications of oligonucleotides for cancer therapy. 2025; (unknown volume):(unknown pages). doi: 10.1016/j.ymthe.2025.02.045"
R01CA283905,38904388,10891702,The Case for Neurosurgical Intervention in Cancer Neuroscience.,Neurosurgery,2025,10.1227/neu.0000000000003039,,[],"['Bernstock JD', 'Gerstl JVE', 'Chen JA', 'Johnston BR', 'Nonnenbroich LF', 'Spanehl L', 'Gessler FA', 'Valdes PA', 'Lu Y', 'Srinivasan SS', 'Smith TR', 'Peruzzi P', 'Rolston JD', 'Stone S', 'Chiocca EA']","Bernstock JD, et al. The Case for Neurosurgical Intervention in Cancer Neuroscience. The Case for Neurosurgical Intervention in Cancer Neuroscience. 2025; 96:10-17. doi: 10.1227/neu.0000000000003039"
R01NS105691,38915522,11055066,Parvalbumin interneuron activity induces slow cerebrovascular fluctuations in awake mice.,bioRxiv,2024,10.1101/2024.06.15.599179,11195210,[],"['Rakymzhan A', 'Fukuda M', 'Yoshida Kozai TD', 'Vazquez AL']","Rakymzhan A, et al. Parvalbumin interneuron activity induces slow cerebrovascular fluctuations in awake mice. Parvalbumin interneuron activity induces slow cerebrovascular fluctuations in awake mice. 2024; (unknown volume):(unknown pages). doi: 10.1101/2024.06.15.599179"
UC2MD019626,40136726,11167437,Unveiling the Molecular Crosstalk Between Periodontal and Cardiovascular Diseases: A Systematic Review.,Dent J (Basel),2025,10.3390/dj13030098,11941040,[],"['Dhungana G', 'Srisai D', 'Sampath C', 'Soliman J', 'Kelly RM', 'Saleh HY', 'Sedik A', 'Raynes E', 'Ferguson A', 'Alluri LSC', 'Gangula PR']","Dhungana G, et al. Unveiling the Molecular Crosstalk Between Periodontal and Cardiovascular Diseases: A Systematic Review. Unveiling the Molecular Crosstalk Between Periodontal and Cardiovascular Diseases: A Systematic Review. 2025; 13:(unknown pages). doi: 10.3390/dj13030098"
R01CA284268,38188703,10919803,Therapeutic Supramolecular Polymers: Designs and Applications.,Prog Polym Sci,2024,10.1016/j.progpolymsci.2023.101769,10769153,[],"['Wang H', 'Mills J', 'Sun B', 'Cui H']","Wang H, et al. Therapeutic Supramolecular Polymers: Designs and Applications. Therapeutic Supramolecular Polymers: Designs and Applications. 2024; 148:(unknown pages). doi: 10.1016/j.progpolymsci.2023.101769"
R34MH135768,40185966,10924360,HIV Risk Score and Prediction Model in the United States: A Scoping Review.,AIDS Behav,2025,10.1007/s10461-025-04702-1,,[],"['Albernas A', 'Patel MD', 'Cook RL', 'Vaddiparti K', 'Prosperi M', 'Liu Y']","Albernas A, et al. HIV Risk Score and Prediction Model in the United States: A Scoping Review. HIV Risk Score and Prediction Model in the United States: A Scoping Review. 2025; (unknown volume):(unknown pages). doi: 10.1007/s10461-025-04702-1"
R34MH135768,39950131,10924360,Predicting HIV Diagnosis Among Emerging Adults Using Electronic Health Records and Health Survey Data in All of Us Research Program.,Proceedings (IEEE Int Conf Bioinformatics Biomed),2024,10.1109/bibm62325.2024.10822296,11823436,[],"['Bhasuran B', 'Liu Y', 'Prosperi M', 'MacDonell K', 'Naar S', 'He Z']","Bhasuran B, et al. Predicting HIV Diagnosis Among Emerging Adults Using Electronic Health Records and Health Survey Data in All of Us Research Program. Predicting HIV Diagnosis Among Emerging Adults Using Electronic Health Records and Health Survey Data in All of Us Research Program. 2024; 2024:5433-5440. doi: 10.1109/bibm62325.2024.10822296"
R01CA276653,38948879,10928191,Receptor tyrosine kinase inhibition leads to regression of acral melanoma by targeting the tumor microenvironment.,bioRxiv,2024,10.1101/2024.06.15.599116,11212935,[],"['Smith EA', 'Belote RL', 'Cruz NM', 'Moustafa TE', 'Becker CA', 'Jiang A', 'Alizada S', 'Chan TY', 'Seasor TA', 'Balatico M', 'Cortes-Sanchez E', 'Lum DH', 'Hyngstrom JR', 'Zeng H', 'Deacon DC', 'Grossmann AH', 'White RM', 'Zangle TA', 'Judson-Torres RL']","Smith EA, et al. Receptor tyrosine kinase inhibition leads to regression of acral melanoma by targeting the tumor microenvironment. Receptor tyrosine kinase inhibition leads to regression of acral melanoma by targeting the tumor microenvironment. 2024; (unknown volume):(unknown pages). doi: 10.1101/2024.06.15.599116"
R01CA276653,39149239,10928191,Quadrant darkfield (QDF) for label-free imaging of intracellular puncta.,bioRxiv,2024,10.1101/2024.08.05.606686,11326191,[],"['Moustafa TE', 'Belote RL', 'Polanco ER', 'Judson-Torres RL', 'Zangle TA']","Moustafa TE, et al. Quadrant darkfield (QDF) for label-free imaging of intracellular puncta. Quadrant darkfield (QDF) for label-free imaging of intracellular puncta. 2024; (unknown volume):(unknown pages). doi: 10.1101/2024.08.05.606686"
R01CA276653,39618547,10928191,Quadrant darkfield for label-free imaging of intracellular puncta.,J Biomed Opt,2024,10.1117/1.JBO.29.11.116501,11605245,[],"['Moustafa TE', 'Belote RL', 'Polanco ER', 'Judson-Torres RL', 'Zangle TA']","Moustafa TE, et al. Quadrant darkfield for label-free imaging of intracellular puncta. Quadrant darkfield for label-free imaging of intracellular puncta. 2024; 29:116501. doi: 10.1117/1.JBO.29.11.116501"
R01CA293366,40128561,10945892,Real-time genomic characterization of pediatric acute leukemia using adaptive sampling.,Leukemia,2025,10.1038/s41375-025-02565-y,12055598,[],"['Geyer J', 'Opoku KB', 'Lin J', 'Ramkissoon L', 'Mullighan C', 'Bhakta N', 'Alexander TB', 'Wang JR']","Geyer J, et al. Real-time genomic characterization of pediatric acute leukemia using adaptive sampling. Real-time genomic characterization of pediatric acute leukemia using adaptive sampling. 2025; 39:1069-1077. doi: 10.1038/s41375-025-02565-y"
R21MD019768,39565627,10949665,"Cancer Mortality in Louisiana's Correctional System, 2015-2021.",JAMA Netw Open,2024,10.1001/jamanetworkopen.2024.46411,11579789,[],"['Dhimal T', 'Cupertino P', 'Cheng Z', 'Ramsdale EE', 'Hilty Chu BK', 'Kaplan BJ', 'Armstrong A', 'Cai X', 'Li Y', 'Fleming FJ', 'Loria A']","Dhimal T, et al. Cancer Mortality in Louisiana's Correctional System, 2015-2021. Cancer Mortality in Louisiana's Correctional System, 2015-2021. 2024; 7:e2446411. doi: 10.1001/jamanetworkopen.2024.46411"
R01DE033364,39840765,10980069,Osseointegration of 3D-Printable Polyetheretherketone-Magnesium Phosphate Bioactive Composites for Craniofacial and Orthopedic Implants.,ACS Biomater Sci Eng,2025,10.1021/acsbiomaterials.4c01597,11931609,[],"['Sonaye SY', 'Dal-Fabbro R', 'Bottino MC', 'Sikder P']","Sonaye SY, et al. Osseointegration of 3D-Printable Polyetheretherketone-Magnesium Phosphate Bioactive Composites for Craniofacial and Orthopedic Implants. Osseointegration of 3D-Printable Polyetheretherketone-Magnesium Phosphate Bioactive Composites for Craniofacial and Orthopedic Implants. 2025; 11:1060-1071. doi: 10.1021/acsbiomaterials.4c01597"
R01CA199044,33501686,10998122,Radiation dosimetry of a clinical prototype dedicated cone-beam breast CT system with offset detector.,Med Phys,2021,10.1002/mp.14688,9007273,[],"['Tseng HW', 'Karellas A', 'Vedantham S']","Tseng HW, et al. Radiation dosimetry of a clinical prototype dedicated cone-beam breast CT system with offset detector. Radiation dosimetry of a clinical prototype dedicated cone-beam breast CT system with offset detector. 2021; 48:1079-1088. doi: 10.1002/mp.14688"
R21TW012876,39774039,10999211,Emerging role of natural killer cells in non-AIDS comorbidities during suppressive antiretroviral therapy.,Curr Opin HIV AIDS,2025,10.1097/COH.0000000000000913,11802316,[],"['Alles M', 'Demberg T', 'Liyanage NPM']","Alles M, et al. Emerging role of natural killer cells in non-AIDS comorbidities during suppressive antiretroviral therapy. Emerging role of natural killer cells in non-AIDS comorbidities during suppressive antiretroviral therapy. 2025; 20:145-153. doi: 10.1097/COH.0000000000000913"
R01CA287326,39175594,11011485,A seamless living biointerface for inflammation management.,Natl Sci Rev,2024,10.1093/nsr/nwae268,11339601,[],"['Yin J', 'Wang S', 'Chen G', 'Xiao X', 'Chen J']","Yin J, et al. A seamless living biointerface for inflammation management. A seamless living biointerface for inflammation management. 2024; 11:nwae268. doi: 10.1093/nsr/nwae268"
R01CA287326,39752506,11011485,Theory of giant magnetoelastic effect in soft systems.,Sci Adv,2025,10.1126/sciadv.ads0071,11698095,[],"['Zhou Y', 'Chen G', 'Zhao X', 'Tat T', 'Duan Z', 'Chen J']","Zhou Y, et al. Theory of giant magnetoelastic effect in soft systems. Theory of giant magnetoelastic effect in soft systems. 2025; 11:eads0071. doi: 10.1126/sciadv.ads0071"
R01DC016834,31998196,11048686,Anticipatory Baseline Pupil Diameter Is Sensitive to Differences in Hearing Thresholds.,Front Psychol,2019,10.3389/fpsyg.2019.02947,6965006,[],"['Ayasse ND', 'Wingfield A']",Ayasse ND and Wingfield A. Anticipatory Baseline Pupil Diameter Is Sensitive to Differences in Hearing Thresholds. Anticipatory Baseline Pupil Diameter Is Sensitive to Differences in Hearing Thresholds. 2019; 10:2947. doi: 10.3389/fpsyg.2019.02947
R01DC016834,37941344,11048686,Strategic Pauses Relieve Listeners from the Effort of Listening to Fast Speech: Data Limited and Resource Limited Processes in Narrative Recall by Adult Users of Cochlear Implants.,Trends Hear,2023,10.1177/23312165231203514,10637151,[],"[""O'Leary RM"", 'Neukam J', 'Hansen TA', 'Kinney AJ', 'Capach N', 'Svirsky MA', 'Wingfield A']","O'Leary RM, et al. Strategic Pauses Relieve Listeners from the Effort of Listening to Fast Speech: Data Limited and Resource Limited Processes in Narrative Recall by Adult Users of Cochlear Implants. Strategic Pauses Relieve Listeners from the Effort of Listening to Fast Speech: Data Limited and Resource Limited Processes in Narrative Recall by Adult Users of Cochlear Implants. 2023; 27:23312165231203514. doi: 10.1177/23312165231203514"
R01DC016834,38054180,11048686,Self-pacing ameliorates recall deficit when listening to vocoded discourse: a cochlear implant simulation.,Front Psychol,2023,10.3389/fpsyg.2023.1225752,10694252,[],"['Hansen TA', ""O'Leary RM"", 'Svirsky MA', 'Wingfield A']","Hansen TA, et al. Self-pacing ameliorates recall deficit when listening to vocoded discourse: a cochlear implant simulation. Self-pacing ameliorates recall deficit when listening to vocoded discourse: a cochlear implant simulation. 2023; 14:1225752. doi: 10.3389/fpsyg.2023.1225752"
R01DC016834,34972310,11048686,Adults with cochlear implants can use prosody to determine the clausal structure of spoken sentences.,J Acoust Soc Am,2021,10.1121/10.0008899,8674009,[],"['Amichetti NM', 'Neukam J', 'Kinney AJ', 'Capach N', 'March SU', 'Svirsky MA', 'Wingfield A']","Amichetti NM, et al. Adults with cochlear implants can use prosody to determine the clausal structure of spoken sentences. Adults with cochlear implants can use prosody to determine the clausal structure of spoken sentences. 2021; 150:4315. doi: 10.1121/10.0008899"
R01DC016834,38523125,11048686,"Communication Under Sharply Degraded Auditory Input and the ""2-Sentence"" Problem.",Ear Hear,2024,10.1097/AUD.0000000000001500,,[],"['Svirsky MA', 'Neukam JD', 'Capach NH', 'Amichetti NM', 'Lavender A', 'Wingfield A']","Svirsky MA, et al. Communication Under Sharply Degraded Auditory Input and the ""2-Sentence"" Problem. Communication Under Sharply Degraded Auditory Input and the ""2-Sentence"" Problem. 2024; 45:1045-1058. doi: 10.1097/AUD.0000000000001500"
R21MD019304,39982584,11055663,"Immigration, Discrimination, and Resilience: Intersecting Social Factors Associated with Symptoms of Depression and Anxiety Among Ethiopian and Eritrean American Emerging Adults.",J Racial Ethn Health Disparities,2025,10.1007/s40615-025-02307-x,,[],"['Hussen SA', 'Tewodros T', 'Argaw SA', 'Berhanu L', 'Tesfai R', 'Easley JA', 'Kebede S']","Hussen SA, et al. Immigration, Discrimination, and Resilience: Intersecting Social Factors Associated with Symptoms of Depression and Anxiety Among Ethiopian and Eritrean American Emerging Adults. Immigration, Discrimination, and Resilience: Intersecting Social Factors Associated with Symptoms of Depression and Anxiety Among Ethiopian and Eritrean American Emerging Adults. 2025; (unknown volume):(unknown pages). doi: 10.1007/s40615-025-02307-x"
R01CA248323,39091760,11133363,Mechanism-guided engineering of a minimal biological particle for genome editing.,bioRxiv,2024,10.1101/2024.07.23.604809,11291128,[],"['Ngo W', 'Peukes JT', 'Baldwin A', 'Xue ZW', 'Hwang S', 'Stickels RR', 'Lin Z', 'Satpathy AT', 'Wells JA', 'Schekman R', 'Nogales E', 'Doudna JA']","Ngo W, et al. Mechanism-guided engineering of a minimal biological particle for genome editing. Mechanism-guided engineering of a minimal biological particle for genome editing. 2024; (unknown volume):(unknown pages). doi: 10.1101/2024.07.23.604809"
R01CA248323,39793042,11133363,Mechanism-guided engineering of a minimal biological particle for genome editing.,Proc Natl Acad Sci U S A,2025,10.1073/pnas.2413519121,11725915,[],"['Ngo W', 'Peukes J', 'Baldwin A', 'Xue ZW', 'Hwang S', 'Stickels RR', 'Lin Z', 'Satpathy AT', 'Wells JA', 'Schekman R', 'Nogales E', 'Doudna JA']","Ngo W, et al. Mechanism-guided engineering of a minimal biological particle for genome editing. Mechanism-guided engineering of a minimal biological particle for genome editing. 2025; 122:e2413519121. doi: 10.1073/pnas.2413519121"
R21CA288234,38523005,11071992,Activity of Enfortumab Vedotin and Sacituzumab Govitecan with Radiation in Preclinical Models of Bladder Cancer.,Eur Urol,2024,10.1016/j.eururo.2024.03.013,,[],"['Zhou Y', ""D'Andrea VD"", 'Shanmugam SP', 'Stelter I', 'Stormoen DR', 'Chroneos R', 'Hanlon T', 'Epstein I', 'Bekele RT', 'Anderson WJ', 'Carvalho FFL', 'Bellmunt J', 'Mouw KW']","Zhou Y, et al. Activity of Enfortumab Vedotin and Sacituzumab Govitecan with Radiation in Preclinical Models of Bladder Cancer. Activity of Enfortumab Vedotin and Sacituzumab Govitecan with Radiation in Preclinical Models of Bladder Cancer. 2024; 86:69-71. doi: 10.1016/j.eururo.2024.03.013"
R01CA283904,39578541,11081023,STING induces HOIP-mediated synthesis of M1 ubiquitin chains to stimulate NF-κB signaling.,EMBO J,2025,10.1038/s44318-024-00291-2,11696098,[],"['Fischer TD', 'Bunker EN', 'Zhu PP', 'Le Guerroué F', 'Hadjian M', 'Dominguez-Martin E', 'Scavone F', 'Cohen R', 'Yao T', 'Wang Y', 'Werner A', 'Youle RJ']","Fischer TD, et al. STING induces HOIP-mediated synthesis of M1 ubiquitin chains to stimulate NF-κB signaling. STING induces HOIP-mediated synthesis of M1 ubiquitin chains to stimulate NF-κB signaling. 2025; 44:141-165. doi: 10.1038/s44318-024-00291-2"
R01CA283904,39969968,11081023,Trafficking of K63-polyubiquitin-modified membrane proteins in a macroautophagy-independent pathway is linked to ATG9A.,Mol Biol Cell,2025,10.1091/mbc.E24-12-0535,12005115,[],"['Scavone F', 'Lian S', 'Eskelinen EL', 'Cohen RE', 'Yao T']","Scavone F, et al. Trafficking of K63-polyubiquitin-modified membrane proteins in a macroautophagy-independent pathway is linked to ATG9A. Trafficking of K63-polyubiquitin-modified membrane proteins in a macroautophagy-independent pathway is linked to ATG9A. 2025; 36:ar42. doi: 10.1091/mbc.E24-12-0535"
R01AI183314,40148564,11125744,Characterizing extracellular vesicles of human fungal pathogens.,Nat Microbiol,2025,10.1038/s41564-025-01962-4,12035713,[],"['Rodrigues ML', 'Janbon G', ""O'Connell RJ"", 'Chu TT', 'May RC', 'Jin H', 'Reis FCG', 'Alves LR', 'Puccia R', 'Fill TP', 'Rizzo J', 'Zamith-Miranda D', 'Miranda K', 'Gonçalves T', 'Ene IV', 'Kabani M', 'Anderson M', 'Gow NAR', 'Andes DR', 'Casadevall A', 'Nosanchuk JD', 'Nimrichter L']","Rodrigues ML, et al. Characterizing extracellular vesicles of human fungal pathogens. Characterizing extracellular vesicles of human fungal pathogens. 2025; 10:825-835. doi: 10.1038/s41564-025-01962-4"
R21MD019400,39684874,11138445,The Genomic and Biologic Landscapes of Breast Cancer and Racial Differences.,Int J Mol Sci,2024,10.3390/ijms252313165,11642636,[],"['Galappaththi SPL', 'Smith KR', 'Alsatari ES', 'Hunter R', 'Dyess DL', 'Turbat-Herrera EA', 'Dasgupta S']","Galappaththi SPL, et al. The Genomic and Biologic Landscapes of Breast Cancer and Racial Differences. The Genomic and Biologic Landscapes of Breast Cancer and Racial Differences. 2024; 25:(unknown pages). doi: 10.3390/ijms252313165"
